metier,competences
Développeur informatique,"Concevoir et développer les programmes et applications informatiques. Langage informatique Java. Analyser les besoins du client. Architecture web. Déterminer des choix techniques d'architecture logicielle et matérielle et sélectionner des technologies, matériels, logiciels, configurations. Déterminer des mesures correctives. Déterminer les phases et procédures de tests techniques et fonctionnels de programmes et applications informatiques. Développer une application en lien avec une base de données. Informatique scientifique et technique. Langage informatique J2EE. Langage informatique SQL. Méthode AGILE. Méthodologie Scrum. Présenter un produit fini à son commanditaire. Réaliser la mise en production de solution logicielle dans un environnement d'exploitation. Réaliser un prototype de la solution technique pour validation par le donneur d'ordres (configuration type, ...). Rédiger une Spécification Technique de Besoin (STB). Sélectionner, assembler et intégrer des composants informatiques (progiciels, bases de données, développements spécifiques, ...)"
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Langage informatique Java. Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,"Concevoir et développer les programmes et applications informatiques. Développer une application en lien avec une base de données. Langages SQL, Windev, Webdev. Déterminer des mesures correctives. Programmer dans un langage informatique spécifique. Connaissance SSL, Chiffrement de données"
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Architecture des systèmes d'information. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Langage informatique CSS. Langage informatique HTML. Langage informatique Java. Langages de programmation informatique. Méthode AGILE. Programmation informatique. Programmer dans un langage informatique spécifique. Algorithmique. Analyser des problèmes techniques. Analyser les besoins du client. Architecture web. Concevoir une maquette de présentation. Gestion de projet. Méthodologie Scrum
Développeur informatique,Force de proposition. Sens de l'organisation. Rigueur
Développeur informatique,Concevoir et développer les programmes et applications informatiques. Analyser des problèmes techniques. Déterminer des mesures correctives
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Angular 2+. Spring boot ou MVC et Hibernate. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Bases de données PostgreSQL et SQL. Connaissance environnement Linux et Git. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,analyser des problèmes techniques. Déterminer des mesures correctives. Déterminer les phases et procédures de tests techniques et fonctionnels de programmes et applications informatiques. Méthode AGILE. Syntaxe et orthographe en français. Langage informatique CSS. Langage informatique HTML. Langage informatique PHP
Développeur informatique,Analyser des problèmes techniques. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Langage informatique CSS. Langage informatique HTML. Langage informatique PHP
Développeur informatique,Concevoir et développer les programmes et applications informatiques. Déterminer les phases et procédures de tests techniques et fonctionnels de programmes et applications informatiques
Développeur informatique,Analyser des problèmes techniques. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives
Développeur informatique,Développer une application en lien avec une base de données. Langage informatique HTML. Langage informatique PHP. Langage informatique SQL. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Langage informatique C/C++. Langage informatique CSS. Langage informatique XML. Langages de programmation informatique. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Concevoir et développer les programmes et applications informatiques. Langage informatique PHP. Langage informatique SQL. laravel. SQL. Analyser les besoins du client. Déterminer des mesures correctives. microsoft
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Concevoir et développer les programmes et applications informatiques. Développer une application en lien avec une base de données. Langage informatique C/C++. Langage informatique Python. Langages de programmation informatique. Programmation informatique. Programmation logicielle. Programmer dans un langage informatique spécifique. Établir un cahier des charges
Développeur informatique,Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Langage informatique PHP. Analyser les besoins du client. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Concevoir et développer les programmes et applications informatiques. Langage informatique Java. Langage informatique SQL. Langages de programmation informatique. Rédiger une Spécification Technique de Besoin (STB)
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,"Analyser les besoins du client. Architecture web. Concevoir et développer les programmes et applications informatiques. Concevoir une maquette de présentation. Déterminer des mesures correctives. Développer une application en lien avec une base de données. Langage informatique CSS. Langage informatique HTML. Langage informatique PHP. Langage informatique SQL. Langage informatique XML. Langage informatique Delphi. Langage informatique Script Shell. Planifier les étapes d'un projet. Réaliser un prototype de la solution technique pour validation par le donneur d'ordres (configuration type, ...)"
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Gestion des Ressources Humaines. Langage informatique Java. Langage informatique SQL. Méthode AGILE. Établir un cahier des charges
Développeur informatique,Capacité d'adaptation. Autonomie. Rigueur
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer les phases et procédures de tests techniques et fonctionnels de programmes et applications informatiques. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Langage informatique WLangage. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Langage informatique WLangage. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,"Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges. Bac+3, Bac+4 ou équivalent"
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Langage informatique Java. Programmation informatique
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Langage informatique Java. Programmation informatique
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser des problèmes techniques. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Travail en équipe. Sens de la communication. Capacité de décision
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,"Linux. Maîtrise de Yocto. Langage informatique C/C++. Langage informatique Python. Connaissances des composants électroniques. Maîtrise des contraintes liées à l'embarqué. Maîtrise des protocoles de communication. Outils de gestion de configuration logiciel. Outils de gestion des faits techniques logiciels. TCP, UDP, MQTT(S), HTTP(S), LoRaWan, Sigfox"
Développeur informatique,Langage informatique C/C++. Analyser des problèmes techniques. Protocoles et normes télécoms. Compétences d'analyses et de rédaction. Maîtrise des contraintes liées à l'embarqué. Maîtrise des protocoles de communication. Outils de gestion de configuration logiciel. Sens des responsabilités et des priorités
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Concevoir et développer les programmes et applications informatiques. Langage informatique C#. Analyser des problèmes techniques. Langage informatique Visual Basic. Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,"Concevoir et développer les programmes et applications informatiques. Développer une application en lien avec une base de données. Langage informatique C/C++. Langage informatique CSS. Langage informatique HTML. Langage informatique Java. Langage informatique PHP. Langage informatique SQL. Programmation informatique. Programmation logicielle. Réaliser des études et développements informatiques. Analyser des problèmes techniques. Analyser les besoins du client. Architecture des systèmes d'information. Architecture web. Déterminer des mesures correctives. Langage informatique C#. Langage informatique J2EE. Langage informatique Script Shell. Méthode AGILE. Programmer dans un langage informatique spécifique. Règles de sécurité Informatique et Télécoms. Sélectionner, assembler et intégrer des composants informatiques (progiciels, bases de données, développements spécifiques, ...). Technologies de l'accessibilité numérique. Établir un cahier des charges"
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Langage informatique AutoItScript. Langage informatique C/C++. Langage informatique Python. Établir un cahier des charges
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Analyser des problèmes techniques. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Langage informatique Apache. Langage informatique C#. Langages de programmation informatique. Méthode AGILE. Méthodologie Scrum. Programmation informatique. Programmer dans un langage informatique spécifique. Réaliser des supports techniques. Rédiger une Spécification Technique de Besoin (STB). Analyser les besoins du client. Développer une application en lien avec une base de données. Langage informatique Ada. Langage informatique Basic. Langage informatique C/C++. Langage informatique J2EE. Langage informatique Java. Langage informatique SQL. Méthodologie SAFe. Progiciels de Gestion Intégrée (PGI) / Enterprise Resource Planning (ERP)
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges. adaptabilité. Anglais (B2 intermédiaire - avancé). créativité. flexibilité. pragmatisme
Développeur informatique,Travail en équipe. Sens de la communication. Sens de l'organisation
Développeur informatique,Curiosité. Travail en équipe. Rigueur
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Langage informatique PHP. Établir un cahier des charges
Développeur informatique,Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Analyser les besoins du client. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser des problèmes techniques. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Langage informatique Java. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Langage informatique J2EE. Langage informatique SQL. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Force de proposition. Sens de l'organisation. Rigueur
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives
Développeur informatique,Langage informatique C#. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Développer une application en lien avec une base de données. Langage informatique ASP.NET. Méthode AGILE. Programmation informatique. Établir un cahier des charges
Développeur informatique,Langage informatique Java. Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Développer une application en lien avec une base de données. Méthode AGILE
Développeur informatique,Concevoir et développer les programmes et applications informatiques. Langage informatique Java. Langages de programmation informatique
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Connaissance C#. Connaissance en Compta/Gestion. Connaissance en paie. Connaissance My SQL. Connaissance Windev ou Delphi
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Langage informatique C#. Langage informatique C/C++. Langage informatique Java
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Travail en équipe. Sens de la communication. Sens de l'organisation
Développeur informatique,Travail en équipe. Sens de la communication. Sens de l'organisation
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer les phases et procédures de tests techniques et fonctionnels de programmes et applications informatiques. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer les phases et procédures de tests techniques et fonctionnels de programmes et applications informatiques. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Langage informatique ASP.NET. Langage informatique C#. Langage informatique SQL. Programmation informatique. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Gestion de projet. Méthode AGILE. Méthodologie Scrum. Réaliser des supports techniques. Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Langage informatique Python. Langages de programmation informatique. Programmation informatique. Rédiger une Spécification Technique de Besoin (STB)
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Langage informatique Java. Langage informatique Python. Rédiger une Spécification Technique de Besoin (STB)
Développeur informatique,Base et cuture en informatique. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,"Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Réaliser un prototype de la solution technique pour validation par le donneur d'ordres (configuration type, ...). Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges"
Développeur informatique,Concevoir et développer les programmes et applications informatiques. Établir un cahier des charges. Analyser les besoins du client. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB)
Développeur informatique,Algorithmique. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Langages de programmation informatique. Programmation informatique. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges. #1JOB
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Concevoir et développer les programmes et applications informatiques
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges
Développeur informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
